planet_name,host_star,Number_of_stars,Number_of_planets,discovery_method,Discover_year,Discovery_facility,orbit_period_days,planet_radius_earth,planet_mass_earth,Planet_temperature,Orbital_shape,Distance_from_host_star,Host_star_temp,Host_star_radius,Host_star_mass,Host_star_age,Distance_from_earth,planet_type,habitable_zone_flag,multi_planet_system,Recent_discovery,Distance_category,star_type,Orbit_category
Kepler-1910 b,Kepler-1910,1,1,Transit,2021.0,Kepler,5.688769817,1.184,1.78,645.0,0.0,0.0536,4234.0,0.639,0.636,13.9,376.658,Super-Earth,No,No,True,Unknown,K-type,Short(1-10d)
Kepler-1717 b,Kepler-1717,1,1,Transit,2021.0,Kepler,30.65279961,2.98929758,9.21,780.0,0.0,0.2014,6200.0,1.64,1.158,0.33,1008.79,Mini-Neptune,No,No,True,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1919 b,Kepler-1919,1,1,Transit,2021.0,Kepler,37.88660049,2.62390658,7.38,479.0,0.0,0.2107,5513.0,0.818,0.868,3.98,1177.53,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1918 b,Kepler-1918,1,1,Transit,2021.0,Kepler,47.0564003,2.29763023,5.89,497.0,0.0,0.2524,5889.0,0.924,0.967,3.98,1030.11,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1920 b,Kepler-1920,1,1,Transit,2021.0,Kepler,30.2541008,2.95415848,9.03,660.0,0.0,0.2043,6277.0,1.161,1.239,3.98,885.913,Mini-Neptune,No,No,True,Far(500-2kpc),F-type,Medium(10-100d)
HIP 86221 b,HIP 86221,1,1,Radial Velocity,2021.0,Cerro Tololo Inter-American Observatory,2.224,14.0,225.65816897,818.0,0.086,0.031,5546.0,0.9516899999999999,0.79,3.98,29.4898,Gas Giant,No,No,True,Nearby(<100pc),Unknown,Short(1-10d)
K2-387 b,K2-387,1,1,Transit,2022.0,K2,28.735327,7.322,42.2,818.0,0.0,0.102015,3572.0,0.585,0.57,3.98,266.318,Gas Giant,No,No,True,Mid(100-500pc),M-type(Red Dwarf),Medium(10-100d)
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,1,Microlensing,2022.0,KMTNet,11.12522242,1.49,2.81,818.0,0.0,3.14,5546.0,0.9516899999999999,0.8,3.98,5560.0,Super-Earth,No,No,True,Distant(2k+pc),Unknown,Unknown
Kepler-589 c,Kepler-589,1,2,Transit,2021.0,Kepler,3.52466011,1.11727238,1.45,1098.0,0.0,0.0426,5372.0,0.916,0.832,14.0,612.803,Super-Earth,No,Yes,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1922 b,Kepler-1922,1,1,Transit,2021.0,Kepler,13.22259998,2.29064904,5.86,740.0,0.0,0.1077,5931.0,0.863,0.953,3.98,1344.29,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
K2-373 b,K2-373,1,1,Transit,2022.0,K2,11.02066,2.061,4.9,818.0,0.0,0.102015,6138.0,1.486,1.158,3.98,229.567,Mini-Neptune,No,No,True,Mid(100-500pc),F-type,Medium(10-100d)
Kepler-1936 b,Kepler-1936,1,1,Transit,2021.0,Kepler,126.5569992,3.16615594,10.2,524.0,0.0,0.52662,6501.0,1.854,1.419,2.57,871.096,Mini-Neptune,No,No,True,Far(500-2kpc),F-type,Long(100-365d)
Kepler-1937 b,Kepler-1937,1,1,Transit,2021.0,Kepler,9.688599586,3.0229133,9.39,1014.0,0.0,0.0915,6457.0,1.196,1.19,2.45,905.069,Mini-Neptune,No,No,True,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1927 b,Kepler-1927,1,1,Transit,2021.0,Kepler,73.75039673,3.40627075,11.5,677.0,0.0,0.38733,6056.0,2.481,1.408,2.88,1091.0,Mini-Neptune,No,No,True,Far(500-2kpc),F-type,Medium(10-100d)
K2-382 b,K2-382,1,1,Transit,2022.0,K2,21.700156,2.072,4.95,818.0,0.0,0.102015,5452.0,0.811,0.922,3.98,278.412,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-1938 b,Kepler-1938,1,1,Transit,2021.0,Kepler,13.06260014,1.82828927,4.0,527.0,0.0,0.0938,4522.0,0.655,0.646,3.98,421.152,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1939 b,Kepler-1939,1,1,Transit,2021.0,Kepler,2.790659904,1.16480773,1.68,816.0,0.0,0.0334,4353.0,0.603,0.648,3.98,189.833,Super-Earth,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1940 b,Kepler-1940,1,1,Transit,2021.0,Kepler,4.950610161,1.54732469,3.01,885.0,0.0,0.0525,5431.0,0.717,0.802,3.98,798.595,Super-Earth,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1722 b,Kepler-1722,1,1,Transit,2021.0,Kepler,9.178569794,2.86719266,8.58,753.0,0.0,0.0819,5506.0,0.788,0.876,1.4,772.283,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
K2-381 b,K2-381,1,3,Transit,2022.0,K2,7.9389334,1.075,1.26,818.0,0.0,0.102015,4473.0,0.675,0.754,3.98,145.701,Super-Earth,No,Yes,True,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1942 b,Kepler-1942,1,1,Transit,2021.0,Kepler,4.626049995,2.1170287,5.13,1012.0,0.0,0.0516,5834.0,0.797,0.852,3.98,842.492,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1944 b,Kepler-1944,1,1,Transit,2021.0,Kepler,9.842579842,2.75971163,8.05,801.0,0.0,0.0918,5585.0,0.972,1.064,3.98,1076.48,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1930 b,Kepler-1930,1,1,Transit,2021.0,Kepler,13.02680016,1.52955541,2.95,643.0,0.0,0.10233,5083.0,0.844,0.844,0.62,275.694,Super-Earth,No,No,True,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1266 c,Kepler-1266,1,2,Transit,2021.0,Kepler,4.86631012,1.68023962,3.46,881.0,0.0,0.0506,4996.0,0.831,0.791,7.24,849.312,Super-Earth,No,Yes,True,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1945 b,Kepler-1945,1,1,Transit,2021.0,Kepler,6.080039978,1.289,2.21,808.0,0.0,0.0597,4991.0,0.804,0.767,3.98,376.658,Super-Earth,No,No,True,Unknown,K-type,Short(1-10d)
Kepler-529 d,Kepler-529,1,3,Transit,2021.0,Kepler,35.86619949,2.79502603,8.22,633.0,0.0,0.2134,6078.0,1.189,1.005,0.2,799.008,Mini-Neptune,No,Yes,True,Far(500-2kpc),F-type,Medium(10-100d)
YZ Cet b,YZ Cet,1,3,Radial Velocity,2017.0,La Silla Observatory,2.02087,0.913,0.7,471.2,0.06,0.01634,3151.0,0.157,0.142,3.8,3.71207,Sub-Earth,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
YZ Cet c,YZ Cet,1,3,Radial Velocity,2017.0,La Silla Observatory,3.05989,1.05,1.14,410.3,0.0,0.02156,3151.0,0.157,0.142,3.8,3.71207,Super-Earth,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
Kepler-913 c,Kepler-913,1,2,Transit,2021.0,Kepler,5.939119816,3.8580709,14.2,1357.0,0.0,0.0699,6068.0,1.797,1.294,5.62,991.618,Neptune-like,No,Yes,True,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1719 b,Kepler-1719,1,1,Transit,2021.0,Kepler,6.149559975,3.95000623,14.8,1287.0,0.0,0.06868,5687.0,1.775,1.08,6.61,905.406,Neptune-like,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1926 b,Kepler-1926,1,1,Transit,2021.0,Kepler,42.87770081,2.31495961,5.97,451.0,0.0,0.2197,5256.0,0.832,0.768,3.98,667.405,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1718 b,Kepler-1718,1,1,Transit,2021.0,Kepler,135.1880035,2.5685207,7.12,345.0,0.0,0.48418,5731.0,0.906,0.846,10.72,375.522,Mini-Neptune,Yes,No,True,Mid(100-500pc),G-type(Sun-like),Long(100-365d)
Kepler-1972 c,Kepler-1972,1,2,Transit,2022.0,Kepler,11.3295,0.868,2.11,1215.0,0.043,0.10493,5818.0,1.384,1.12,7.4,287.339,Sub-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-501 c,Kepler-501,1,2,Transit,2021.0,Kepler,3.622760057,1.68119739,3.47,1304.0,0.0,0.0467,5794.0,1.216,1.032,0.3,1125.24,Super-Earth,No,Yes,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1312 c,Kepler-1312,1,2,Transit,2021.0,Kepler,1.116119981,1.02732734,1.07,1659.0,0.0,0.02103,5721.0,0.905,0.983,0.89,299.104,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1950 b,Kepler-1950,1,1,Transit,2021.0,Kepler,10.77690029,1.52696349,2.95,752.0,0.0,0.0871,5455.0,0.852,0.759,3.98,697.253,Super-Earth,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1951 b,Kepler-1951,1,1,Transit,2021.0,Kepler,20.65780067,2.32107188,6.0,728.0,0.0,0.1435,5468.0,1.306,0.923,3.98,1277.32,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-607 c,Kepler-607,1,2,Transit,2021.0,Kepler,39.67679977,2.76001201,8.05,473.0,0.0,0.21507,5244.0,0.888,0.808,7.76,519.122,Mini-Neptune,No,Yes,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1721 b,Kepler-1721,1,1,Transit,2021.0,Kepler,4.592380047,3.11856756,9.9,924.0,0.0,0.0519,5351.0,0.796,0.89,0.7,641.374,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1869 b,Kepler-1869,1,2,Transit,2021.0,Kepler,8.167360306,1.11955354,1.46,865.0,0.0,0.07976,5808.0,0.902,0.987,1.29,113.025,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1315 c,Kepler-1315,1,2,Transit,2021.0,Kepler,6.566060066,1.84398883,4.06,777.0,0.0,0.0635,4818.0,0.856,0.809,1.62,480.869,Mini-Neptune,No,Yes,True,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1728 b,Kepler-1728,1,1,Transit,2021.0,Kepler,4.782999992,2.95501875,9.04,886.0,0.0,0.0535,5170.0,0.807,0.891,12.8,651.783,Mini-Neptune,No,No,True,Far(500-2kpc),K-type,Short(1-10d)
Kepler-1705 c,Kepler-1705,1,2,Transit,2021.0,Kepler,11.28,2.05,5.42,818.0,0.028,0.102015,6312.0,1.259,1.139,2.59,1633.49,Mini-Neptune,No,Yes,True,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1322 c,Kepler-1322,1,2,Transit,2021.0,Kepler,6.459980011,2.15492527,5.29,883.0,0.0,0.0652,5704.0,0.804,0.897,0.4,1350.32,Mini-Neptune,No,Yes,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1693 c,Kepler-1693,1,2,Transit,2021.0,Kepler,5.363709927,0.97698289,0.894,1059.0,0.0,0.0588,5553.0,1.098,0.941,0.8,760.065,Sub-Earth,No,Yes,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1956 b,Kepler-1956,1,1,Transit,2021.0,Kepler,5.943719864,1.08940238,1.32,674.0,0.0,0.0563,4391.0,0.682,0.671,3.98,360.468,Super-Earth,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1957 b,Kepler-1957,1,1,Transit,2021.0,Kepler,2.186619997,0.94374867,0.79,1099.0,0.0,0.0299,4904.0,0.772,0.745,3.98,460.899,Sub-Earth,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1711 b,Kepler-1711,1,1,Transit,2021.0,Kepler,21.06080055,1.923,4.36,669.0,0.0,0.1463,5706.0,1.034,0.94,6.6,590.268,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-1888 b,Kepler-1888,1,1,Transit,2021.0,Kepler,11.39169979,1.32578716,2.32,886.0,0.0,0.0956,5557.0,1.249,0.897,11.3,402.947,Super-Earth,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-1959 b,Kepler-1959,1,1,Transit,2021.0,Kepler,6.38669014,1.14315727,1.57,811.0,0.0,0.0617,5071.0,0.811,0.768,3.98,479.263,Super-Earth,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,Microlensing,2020.0,OGLE,11.12522242,2.37,6.228,818.0,0.0,1.064,5546.0,0.9516899999999999,0.195,3.98,773.0,Mini-Neptune,No,No,True,Far(500-2kpc),Unknown,Unknown
b Cen AB b,b Cen A,2,1,Imaging,2021.0,Paranal Observatory,1790000.0,12.4,3464.3296363,818.0,0.4,556.0,5546.0,0.9516899999999999,5.5,0.015,98.0935,Gas Giant,No,No,True,Nearby(<100pc),Unknown,Very-Long(365d+)
Kepler-1890 b,Kepler-1890,1,1,Transit,2021.0,Kepler,4.820590019,0.86867375,0.587,1328.0,0.0,0.05712,6046.0,1.396,1.024,2.65,529.596,Sub-Earth,No,No,True,Far(500-2kpc),F-type,Short(1-10d)
Kepler-1892 b,Kepler-1892,1,1,Transit,2021.0,Kepler,6.331230164,1.83707938,4.03,822.0,0.0,0.0633,5383.0,0.759,0.851,0.5,851.595,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
K2-317 b,K2-317,1,1,Transit,2020.0,K2,6.22,2.93,8.91,432.0,0.0,0.0542,3387.0,0.379,0.403,3.98,176.291,Mini-Neptune,No,No,True,Mid(100-500pc),M-type(Red Dwarf),Short(1-10d)
K2-396 b,K2-396,1,2,Transit,2022.0,K2,0.673862,1.579,3.12,818.0,0.0,0.102015,5236.0,0.92,0.954,3.98,274.864,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
K2-397 b,K2-397,1,1,Transit,2022.0,K2,3.572326,2.417,6.42,818.0,0.0,0.102015,5387.0,0.966,0.937,3.98,199.354,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
K2-319 b,K2-319,1,1,Transit,2020.0,K2,26.68,2.79,8.2,641.0,0.0,0.1516,5440.0,0.898,0.954,3.98,209.071,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
HD 174205 b,HD 174205,1,1,Radial Velocity,2022.0,Bohyunsan Optical Astronomical Observatory,582.0,13.0,1334.8793094,818.0,0.4,1.7,4308.0,26.6,1.8,1.7,234.027,Gas Giant,No,No,True,Mid(100-500pc),K-type,Very-Long(365d+)
K2-400 b,K2-400,1,1,Transit,2022.0,K2,3.865053,1.163,1.67,818.0,0.0,0.102015,3578.0,0.382,0.374,3.98,62.3804,Super-Earth,No,No,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
K2-322 b,K2-322,1,1,Transit,2020.0,K2,8.205,1.92,4.35,635.0,0.0,0.0594,4141.0,0.602,0.63,3.98,123.415,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
HD 106252 b,HD 106252,1,1,Radial Velocity,2002.0,Lick Observatory,1535.0,12.5,3178.28407,818.0,0.48,2.655,5874.0,1.05,1.05,3.0,38.185,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
KELT-14 b,KELT-14,1,1,Transit,2016.0,KELT-South,1.7100566,19.537287,408.09372,1970.0,0.0,0.03005,5720.0,1.52,1.239,5.11,250.121,Super-Jupiter,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
K2-402 b,K2-402,1,1,Transit,2022.0,K2,17.27474,2.678,7.65,818.0,0.0,0.102015,5716.0,1.28,0.944,3.98,523.055,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
K2-324 b,K2-324,1,1,Transit,2020.0,K2,3.262,2.43,6.48,707.0,0.0,0.0331,3752.0,0.505,0.517,3.98,136.667,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
HD 171238 b,HD 171238,1,1,Radial Velocity,2009.0,La Silla Observatory,1515.0,12.5,2796.8899816,818.0,0.358,2.518,5467.0,1.01,0.92,7.0,44.8113,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
HD 81040 b,HD 81040,1,1,Radial Velocity,2005.0,Multiple Observatories,1002.7,12.6,2301.07766668,818.0,0.525,1.946,5755.0,0.91,0.99,1.79,34.4341,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
Kepler-167 e,Kepler-167,2,4,Transit,2016.0,Kepler,1071.23205,10.16,321.00669107,134.4,0.29,1.883,4884.0,0.749,0.777,7.1,341.908,Gas Giant,No,Yes,False,Mid(100-500pc),K-type,Very-Long(365d+)
HD 140901 c,HD 140901,1,2,Radial Velocity,2022.0,Multiple Observatories,14386.0,13.4,572.0911326,818.0,0.77,11.8,5610.0,0.95,1.06,3.2,15.2528,Gas Giant,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
K2-404 b,K2-404,1,1,Transit,2022.0,K2,13.115365,2.53,6.94,818.0,0.0,0.102015,3748.0,0.552,0.552,3.98,121.63,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Medium(10-100d)
K2-326 b,K2-326,1,1,Transit,2020.0,K2,1.256,2.28,5.82,1114.0,0.0,0.0198,3924.0,0.688,0.507,3.98,282.308,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
HD 181433 d,HD 181433,1,3,Radial Velocity,2008.0,La Silla Observatory,6896.1,13.2,858.1366989,818.0,0.444,6.74,4918.0,0.79,0.86,6.7,26.8762,Gas Giant,No,Yes,False,Nearby(<100pc),K-type,Very-Long(365d+)
K2-407 b,K2-407,1,2,Transit,2022.0,K2,4.941907,1.283,2.19,818.0,0.0,0.102015,5563.0,0.927,0.881,3.98,218.376,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
K2-407 c,K2-407,1,2,Transit,2022.0,K2,9.22453,1.36,2.42,818.0,0.0,0.102015,5563.0,0.927,0.881,3.98,218.376,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
HD 29021 b,HD 29021,1,1,Radial Velocity,2017.0,Haute-Provence Observatory,1365.0,12.9,1420.69297929,818.0,0.453,2.294,5560.0,0.85,0.86,5.5,30.9939,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
K2-408 b,K2-408,1,1,Transit,2022.0,K2,20.978959,1.677,3.45,818.0,0.0,0.102015,5335.0,0.784,0.813,3.98,162.306,Super-Earth,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Ross 508 b,Ross 508,1,1,Radial Velocity,2022.0,Subaru Telescope,10.77,1.83,4.0,818.0,0.33,0.05366,3071.0,0.2113,0.1774,3.98,11.2103,Mini-Neptune,No,No,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
HD 83443 b,HD 83443,1,2,Radial Velocity,2002.0,Multiple Observatories,2.985628,14.1,127.76701961,818.0,0.012,0.0406,5442.0,0.94,1.0,2.64,40.8991,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
K2-374 c,K2-374,1,2,Transit,2022.0,K2,16.43445,2.213,5.53,818.0,0.0,0.102015,5789.0,0.907,0.731,3.98,359.439,Mini-Neptune,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
K2-374 b,K2-374,1,2,Transit,2022.0,K2,4.521953,1.593,3.16,818.0,0.0,0.102015,5789.0,0.907,0.731,3.98,359.439,Super-Earth,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
HD 83443 c,HD 83443,1,2,Radial Velocity,2022.0,Multiple Observatories,8241.0,13.6,476.7426105,818.0,0.76,8.0,5442.0,0.94,1.0,2.64,40.8991,Gas Giant,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,1,Microlensing,2022.0,KMTNet,11.12522242,3.35,11.2,818.0,0.0,3.5,5200.0,0.9516899999999999,0.78,3.98,4600.0,Mini-Neptune,No,No,True,Distant(2k+pc),G-type(Sun-like),Unknown
K2-384 b,K2-384,1,5,Transit,2022.0,K2,2.231527,1.076,1.26,818.0,0.0,0.102015,3623.0,0.348,0.33,3.98,82.6603,Super-Earth,No,Yes,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
iot Dra c,iot Dra,1,2,Radial Velocity,2022.0,La Silla Observatory,25000.0,12.2,4958.1231492,818.0,0.455,19.4,4504.0,11.79,1.54,2.65,31.32832,Gas Giant,No,Yes,True,Nearby(<100pc),K-type,Very-Long(365d+)
iot Dra b,iot Dra,1,2,Radial Velocity,2002.0,Lick Observatory,510.8544,12.4,3756.73177074,818.0,0.701,1.453,4504.0,11.79,1.54,2.65,31.32832,Gas Giant,No,Yes,False,Nearby(<100pc),K-type,Very-Long(365d+)
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,1,Microlensing,2022.0,KMTNet,11.12522242,7.71,46.0,818.0,0.0,2.5,4570.0,0.9516899999999999,0.58,3.98,7200.0,Gas Giant,No,No,True,Distant(2k+pc),K-type,Unknown
K2-365 b,K2-365,1,1,Transit,2022.0,K2,23.448172,2.906,8.78,818.0,0.0,0.102015,5561.0,1.051,0.823,3.98,187.222,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
K2-379 b,K2-379,1,1,Transit,2022.0,K2,8.777247,2.181,5.4,818.0,0.0,0.102015,4603.0,0.751,0.856,3.98,182.207,Mini-Neptune,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022.0,K2,17.515472,2.094,5.03,818.0,0.0,0.102015,4752.0,0.758,0.832,3.98,314.35,Mini-Neptune,No,Yes,True,Mid(100-500pc),K-type,Medium(10-100d)
AB Aur b,AB Aur,1,1,Imaging,2022.0,Subaru Telescope,11.12522242,12.5,2860.455663,818.0,0.4,93.9,9770.0,2.95887,2.4,0.003,162.127,Gas Giant,No,No,True,Mid(100-500pc),A-type,Unknown
K2-384 c,K2-384,1,5,Transit,2022.0,K2,4.194766,1.191,1.82,818.0,0.0,0.102015,3623.0,0.348,0.33,3.98,82.6603,Super-Earth,No,Yes,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
K2-372 b,K2-372,1,1,Transit,2022.0,K2,9.844077,2.945,8.98,818.0,0.0,0.102015,5479.0,0.922,0.847,3.98,463.88,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020.0,Multiple Observatories,771.36,9.6,66.74396547,818.0,0.46,0.88,3154.0,0.164,0.15,3.98,4.471,Gas Giant,No,No,True,Nearby(<100pc),M-type(Red Dwarf),Very-Long(365d+)
HD 39091 b,HD 39091,1,3,Radial Velocity,2001.0,Anglo-Australian Telescope,2088.8,12.3,4481.3805387,818.0,0.642,3.28,5998.0,1.17,1.07,3.92,18.2702,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
TOI-1518 b,TOI-1518,1,1,Transit,2021.0,Multiple Observatories,1.90261131,21.05046575,581.62598481,2546.0,0.01,0.03712,7299.0,1.942,1.88,3.98,225.888,Super-Jupiter,No,No,True,Mid(100-500pc),F-type,Short(1-10d)
pi Men d,HD 39091,1,3,Radial Velocity,2022.0,La Silla Observatory,124.64,3.72,13.38,818.0,0.22,0.506,5998.0,1.19,1.07,3.92,18.2702,Neptune-like,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
K2-384 e,K2-384,1,5,Transit,2022.0,K2,9.715043,1.345,2.37,818.0,0.0,0.102015,3623.0,0.348,0.33,3.98,82.6603,Super-Earth,No,Yes,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
K2-378 b,K2-378,1,1,Transit,2022.0,K2,2.060438,2.88,8.65,818.0,0.0,0.102015,4823.0,0.732,0.923,3.98,687.973,Mini-Neptune,No,No,True,Far(500-2kpc),K-type,Short(1-10d)
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015.0,Kepler,406.0,13.4,603.877,818.0,0.33,0.92,29564.0,0.203,0.48,3.98,396.332,Gas Giant,No,Yes,False,Mid(100-500pc),B-type,Very-Long(365d+)
Kepler-451 d,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022.0,Multiple Observatories,43.0,13.5,559.37799632,818.0,0.0,0.102015,29564.0,0.203,0.48,3.98,396.332,Gas Giant,No,Yes,True,Mid(100-500pc),B-type,Medium(10-100d)
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,Microlensing,2016.0,OGLE,11.12522242,13.0,1169.60853776,818.0,0.0,4.53,5546.0,0.9516899999999999,0.73,3.98,2670.0,Gas Giant,No,No,False,Distant(2k+pc),Unknown,Unknown
K2-393 b,K2-393,1,1,Transit,2022.0,K2,10.413181,2.352,6.13,818.0,0.0,0.102015,5678.0,1.071,0.881,3.98,265.914,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
TOI-5799 c,TOI-5799,1,2,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),14.010449,1.76,3.75,337.0,0.0,0.0782,3452.0,0.321,0.325,9.6,27.8123,Mini-Neptune,Yes,Yes,True,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
HD 103891 b,HD 103891,1,1,Radial Velocity,2022.0,La Silla Observatory,1919.0,13.2,918.52409623,818.0,0.31,3.27,6072.0,2.22,1.28,3.68,55.5213,Gas Giant,No,No,True,Nearby(<100pc),F-type,Very-Long(365d+)
KOI-984 c,KOI-984,1,2,Transit Timing Variations,2022.0,Kepler,21.512,14.1,209.8,597.0,0.38,0.1467,5295.0,0.818,0.928,1.3,252.667,Gas Giant,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
K2-389 c,K2-389,1,2,Transit,2022.0,K2,20.851337,2.04,4.82,818.0,0.0,0.102015,5782.0,1.084,0.802,3.98,259.208,Mini-Neptune,No,Yes,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
HD 7924 d,HD 7924,1,3,Radial Velocity,2015.0,W. M. Keck Observatory,24.451,2.84,1568.16536014,499.0,0.21,0.1551,5075.0,0.7821,0.832,0.88,16.9922,Unknown,No,Yes,False,Nearby(<100pc),K-type,Medium(10-100d)
K2-392 b,K2-392,1,1,Transit,2022.0,K2,15.398723,1.85,4.08,818.0,0.0,0.102015,5726.0,1.058,0.841,3.98,406.985,Mini-Neptune,No,No,True,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
