planet_name,host_star,Number_of_stars,Number_of_planets,discovery_method,Discover_year,Discovery_facility,orbit_period_days,planet_radius_earth,planet_mass_earth,Planet_temperature,Orbital_shape,Distance_from_host_star,Host_star_temp,Host_star_radius,Host_star_mass,Host_star_age,Distance_from_earth,planet_type,habitable_zone_flag,multi_planet_system,Recent_discovery,Distance_category,star_type,Orbit_category
L 98-59 c,L 98-59,1,5,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),3.6906764,1.329,2.0,526.0,0.002,0.0309,3415.0,0.3155,0.2923,4.94,10.6194,Super-Earth,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
L 98-59 d,L 98-59,1,5,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),7.450729,1.627,1.64,416.0,0.006,0.0494,3415.0,0.3155,0.2923,4.94,10.6194,Super-Earth,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L,1,1,Microlensing,2026.0,KMTNet,11.12522242,12.4,3902.93283796,818.0,0.0,4.17,5546.0,0.9516899999999999,0.81,3.98,3840.0,Gas Giant,No,No,True,Distant(2k+pc),Unknown,Unknown
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,1,1,Microlensing,2026.0,KMTNet,11.12522242,13.1,1032.94232275,818.0,0.0,2.68,5546.0,0.9516899999999999,0.44,3.98,6800.0,Gas Giant,No,No,True,Distant(2k+pc),Unknown,Unknown
Kepler-1820 b,Kepler-1820,1,1,Transit,2021.0,Kepler,31.03249931,3.11883067,9.9,561.0,0.0,0.1964,5841.0,0.931,1.047,0.4,1425.39,Mini-Neptune,No,No,True,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-993 b,Kepler-993,1,1,Transit,2016.0,Kepler,22.08557563,2.97,9.11,352.0,0.0,0.13,3843.0,0.54,0.57,3.89,324.423,Mini-Neptune,Yes,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-261 c,Kepler-261,1,2,Transit,2014.0,Kepler,24.570858,2.0,4.66,505.0,0.0,0.156,5098.0,0.794,0.834,0.87,317.499,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-1560 b,Kepler-1560,1,1,Transit,2016.0,Kepler,3.03195744,0.89,0.64,1269.0,0.0,0.04175,5815.0,1.02,1.02,4.17,502.497,Sub-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 213885 c,HD 213885,1,2,Radial Velocity,2019.0,Multiple Observatories,4.78503,4.71,19.95,1265.4,0.0,0.056798,5978.0,1.1011,1.068,3.8,48.0883,Neptune-like,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
WASP-126 b,WASP-126,1,2,Transit,2016.0,SuperWASP-South,3.28883,10.51358773,90.3,1480.0,0.18,0.0449,5800.0,1.27,1.12,6.4,216.526,Gas Giant,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
XO-7 b,XO-7,1,1,Transit,2019.0,XO,2.8641424,15.389957,225.34147,1743.0,0.038,0.04421,6250.0,1.48,1.405,1.18,234.149,Super-Jupiter,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
WASP-176 b,WASP-176,1,1,Transit,2020.0,SuperWASP-North,3.899052,16.869545,271.74465,1721.0,0.0,0.0535,5941.0,1.925,1.345,4.81,568.42,Super-Jupiter,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-233 c,Kepler-233,1,2,Transit,2014.0,Kepler,60.418955,2.71,7.8,390.0,0.0,0.287,5360.0,0.758,0.855,0.6,856.417,Mini-Neptune,Yes,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-218 d,Kepler-218,1,3,Transit,2016.0,Kepler,124.5244647,2.66,7.56,356.0,0.0,0.49884,5542.0,1.02,1.01,5.62,656.38,Mini-Neptune,Yes,Yes,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
TOI-125 b,TOI-125,1,3,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),4.65382,2.726,9.5,1037.0,0.194,0.05186,5320.0,0.848,0.859,6.8,111.059,Mini-Neptune,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-1360 b,Kepler-1360,1,1,Transit,2016.0,Kepler,40.5286413,3.4,11.5,933.0,0.0,0.2866,6778.0,1.83,1.51,1.55,1516.27,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
EPIC 220554210 c,K2-282,1,2,Transit,2019.0,K2,0.70531,1.6,3.19,818.0,0.0,0.102015,5499.0,1.0,0.94,3.98,496.289,Super-Earth,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Ultra-Short(<1d)
Kepler-270 b,Kepler-270,1,2,Transit,2014.0,Kepler,11.476094,2.01,4.7,984.0,0.0,0.107,6067.0,1.461,1.17,2.73,948.781,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-215 d,Kepler-215,1,4,Transit,2014.0,Kepler,30.864423,2.39,23.6,527.0,0.0,0.185,5739.0,1.027,0.788,1.62,485.997,Mini-Neptune,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-1867 b,Kepler-1867,1,1,Transit,2021.0,Kepler,9.887359619,1.15985997,1.65,768.0,0.0,0.0872,5693.0,0.816,0.911,0.5,680.583,Super-Earth,No,No,True,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 20782 b,HD 20782,2,5,Radial Velocity,2006.0,Anglo-Australian Telescope,597.0643,13.6,472.83,818.0,0.95,1.3649,5782.13,1.12681,1.04,5.53,35.9864,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
Kepler-48 b,Kepler-48,1,5,Transit,2012.0,Kepler,4.778,1.88,3.94,932.0,0.0,0.05394,5194.0,0.89,0.88,3.14,306.738,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1380 b,Kepler-1380,1,1,Transit,2016.0,Kepler,10.3108245,1.43,2.63,786.0,0.0,0.0917,5570.0,0.94,0.96,4.79,2462.94,Super-Earth,No,No,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
Kepler-693 b,Kepler-693,2,1,Transit,2016.0,Kepler,15.37563332,10.18,73.8,600.0,0.0,0.1121,4881.0,0.72,0.76,4.47,1151.51,Gas Giant,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
K2-54 b,K2-54,1,1,Transit,2016.0,K2,9.7833,2.6116925,7.33,560.0,0.24,0.0761,3990.0,0.643,0.615,3.98,174.955,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1834 c,Kepler-1834,1,2,Transit,2023.0,Kepler,0.766691517,1.22,1.98,1541.0,0.0,0.015,4821.0,0.788,0.765,12.2,500.395,Super-Earth,No,Yes,True,Far(500-2kpc),K-type,Ultra-Short(<1d)
Kepler-1416 b,Kepler-1416,1,1,Transit,2016.0,Kepler,1.49514952,0.88,0.615,1870.0,0.0,0.0257,6019.0,1.15,1.09,2.95,949.59,Sub-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-292 e,Kepler-292,1,5,Transit,2014.0,Kepler,11.97901,2.67,7.61,678.0,0.0,0.097,5299.0,0.826,0.865,5.13,1056.48,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-653 b,Kepler-653,1,2,Transit,2016.0,Kepler,14.70748976,1.95,4.46,819.0,0.0,0.11945,5665.0,1.19,1.02,7.76,595.634,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
